kpi_id,length,anomaly_points,anomaly_occupancy,max_run,max_run_fraction,primary_sparse_transient,canonical_series_sha256
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,146255,1285,0.0087860244094219,219,0.0014973847047964172,True,d4972d007670d9c17d9477bd92cf6986ab462b113abc006b5b6a0bb19313c56f
0efb375b-b902-3661-ab23-9a0bb799f4e3,8784,13,0.0014799635701275046,4,0.0004553734061930783,True,3c4cde60d864d3ea17f8325dffcbf983038a31f7dcdae9b1cfd9cc9896d14d4e
1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,146254,1064,0.0072750147004526375,227,0.0015520943016943127,True,7104210596864fa104158c09fcd7f55d31f5e1cc2b9840d138d9b4657c8a94c9
301c70d8-1630-35ac-8f96-bc1b6f4359ea,8784,114,0.012978142076502733,10,0.001138433515482696,False,27944d158da508de9b42156ac17b6a451052613a2e5dcdea657d76ce07e38e20
42d6616d-c9c5-370a-a8ba-17ead74f3114,146253,1407,0.009620315480708089,353,0.0024136257034043746,True,48eb9f6f8acdcb75da3540a4dd21d388863a54dc3b71def728748be457377125
43115f2a-baeb-3b01-96f7-4ea14188343c,108071,5609,0.05190106504057518,3016,0.02790757927658669,False,885ecbdf21475fcc0b7a0d54ed2ae5fb904fb9aabd0e509e1058f1df4264ca86
431a8542-c468-3988-a508-3afd06a218da,129046,8222,0.06371371448940688,6648,0.05151651349131318,False,cf908ed61cb31bdc6134ca47d88297d295ba99b754275e41eae32e303149a175
4d2af31a-9916-3d9f-8a8e-8a268a48c095,128872,7396,0.05739027872617791,6628,0.05143087714941958,False,48e894de736cfde4130da46bdca345b711fe6e7e02e52e0d0a343629e7d73623
54350a12-7a9d-3ca8-b81f-f886b9d156fd,8866,62,0.006993006993006993,43,0.004849988720956463,True,f5a22da61523f14c29095c70a741de3166bc10263d3b5fee1d97282347bdd06d
55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,146204,3867,0.0264493447511696,445,0.0030436923750376188,False,bfcda934e3a3aa2b4cb20a6b0d08dee96c1a3d1d115ab5f7be4ca98993da4cde
57051487-3a40-3828-9084-a12f7f23ee38,128787,105,0.0008152996808684106,14,0.00010870662411578809,True,4208d0c62c1cd2ee7a189f6f28c997a7abfeec295da3f0e5fb7704a6f2f3c9b7
6a757df4-95e5-3357-8406-165e2bd49360,129010,6853,0.05311991318502442,6635,0.05143012169599256,False,b74f4fd43aa5c6cb516debf180ed93ce32eea883928c64ff0976f45fa1bb02d9
6d1114ae-be04-3c46-b5aa-be1a003a57cd,146239,360,0.0024617236168190428,44,0.00030087733094454966,True,e6389626f2802909ba3a1066544f248abe84d13603d6dfc28669fd3b6e509ab0
6efa3a07-4544-34a0-b921-a155bd1a05e8,145135,2767,0.01906500844041754,1488,0.010252523512591726,False,8ef147f8e28ae39245b68595ee50b85ba60fc4d4814d41fdd66c90def992f3f3
7103fa0f-cac4-314f-addc-866190247439,128992,110,0.0008527660630116596,5,3.876209377325726e-05,True,b905585c40866301fc8029f83b5a99cbcce19ec45e8bc3eefd9a5b844c9275b1
847e8ecc-f8d2-3a93-9107-f367a0aab37d,146228,1121,0.007666110457641491,212,0.0014497907377520036,True,917f7e890e7ea4fec3057c9d18787621da93c6071b3c7751acc6999258d2e638
8723f0fb-eaef-32e6-b372-6034c9c04b80,146243,556,0.0038018913725785166,68,0.0004649795203873006,True,0f2cbee3cd925ea1f9c59fc4e9d3c17b82ca27c62e22d6c3d6f5415c8fc7824b
9c639a46-34c8-39bc-aaf0-9144b37adfc8,108074,6095,0.056396543109351,3020,0.027943816274034458,False,3d0c88bfc16cd22647a45cf294a821690dadce5f28c80a313dcdc2aceeeb4097
a07ac296-de40-3a7c-8df3-91f642cc14d0,106475,5663,0.05318619394223996,2749,0.025818267198872976,False,01a65485744ffb3cc2b5d3aa1dd711c7facffab649c752a5260e872629920e3c
a8c06b47-cc41-3738-9110-12df0ee4c721,8863,349,0.03937718605438339,92,0.010380232426943473,False,75117a2bad64138a4b5c0c6e690579673414b10826ab858c0ee9b0361d9858eb
ab216663-dcc2-3a24-b1ee-2c3e550e06c9,11138,178,0.01598132519303286,31,0.002783264499910217,False,ae7f64e89c0d90cec8b2128f41845a61274c1942a248240f7f7158326c4e395c
adb2fde9-8589-3f5b-a410-5fe14386c7af,146254,1428,0.009763835519028539,353,0.002413609200432125,True,47dc2b540942065a63e5edeb779f5aef7a1eb12bde028fb317b29fe94613961d
ba5f3328-9f3f-3ff5-a683-84437d16d554,146126,2514,0.017204330509286506,361,0.0024704706896787705,False,63fdb3122c250af9ff0f5f08fb612c203f56ca525ca933c800dfa91adb8d4e10
c02607e8-7399-3dde-9d28-8a8da5e5d251,8784,6,0.0006830601092896175,3,0.00034153005464480874,True,4b2faa1120d3a761702da6eb994d27e47499c2172c0bc6a5e79093882049c749
c69a50cf-ee03-3bd7-831e-407d36c7ee91,146255,878,0.006003213565348193,197,0.0013469624970086492,True,751d3982ab07058dd7cbc438f45d3254788a2a8bc30a1b42b06e083e1e014630
da10a69f-d836-3baa-ad40-3e548ecf1fbd,107717,7363,0.06835504145121012,690,0.006405674127575035,False,81f6450e09c3d61f4d8922ab133bd7e8943b5d0d1abc9be3affec9e86d90c915
e0747cad-8dc8-38a9-a9ab-855b61f5551d,8784,93,0.01058743169398907,69,0.007855191256830601,False,0114ea0420132cb49231675cc32b6676e36c371e5980cdafae502c7d8d305728
f0932edd-6400-3e63-9559-0a9860a1baa9,128789,7254,0.056324686114497355,6638,0.051541668931352834,False,8246d50776ddbe7ff0eea7cd686a014c43ad28b516b1bcd8dad43287c84105dd
ffb82d38-5f00-37db-abc0-5d2e4e4cb6aa,128784,6822,0.05297241893402907,6636,0.051528140141632504,False,4ad724f1b3056842c38fca07ef50023a2cadcc6a1ea9784dfa06e50e957a108c
